Rating,Review,Timestamp
2,Can't see the TikTok app on my wall,2024-11-16 10:08:20
5,I like tiktok tiktok is so nice,2024-11-16 10:08:13
5,Like,2024-11-16 10:08:11
5,Very nice 🥰,2024-11-16 10:05:59
5,Please TikTok team please my account viral FAMAS please uaer name tsaligaming2 please viral my account 🥹🥹🥹🥹 please please please please please please,2024-11-16 10:04:36
2,সাজ্জাস,2024-11-16 10:04:11
3,Not good,2024-11-16 10:03:57
5,best app,2024-11-16 10:03:06
5,Naqib.alwaziri,2024-11-16 09:59:55
4,Love it😊,2024-11-16 09:59:08
4,Please tiktok unbanned my account I forgot appeal I already these video so kindly please 🙏 know I know tiktok rules please unbanned my account Hajisadiqkhan70@ please understand please unblock my account tiktok team,2024-11-16 09:57:26
5,I like dis app,2024-11-16 09:55:41
5,Shahria Islam,2024-11-16 09:55:04
5,DJ SAGOR,2024-11-16 09:53:44
5,It is entertaining,2024-11-16 09:53:12
3,"i reposted my video from on this day and right after i did that, it took off my videos on this day, now i don't even see it anywheres on my inbox at the top, should have it too, on your profile where shows, you hearted videos and add to favorites and private videos and your stickers are and reposted, where icons are above your videos and stuff, you know 👌",2024-11-16 09:50:01
1,My videos doesnt go in for you page as well aa low views and likes,2024-11-16 09:47:58
4,mr.baloch.lx7←this account 1st video is ban please TikTok team please TikTok team recover video,2024-11-16 09:47:35
5,Not bad,2024-11-16 09:46:49
5,Good App in The world Saim Khokhar 333 Kala gujran Jhelum Punjab Pakistan🤪🙃😛🤬,2024-11-16 09:46:43
3,My tiktok is not opening..... And it often does that after a while regularly. Then I will have to uninstall and reinstall again. What's going on please,2024-11-16 09:46:07
3,"Uninstalling and reinstalling in hopes it'll actually work. I keep getting blacked out videos and it literally will not stop showing me the same video that I just saw 9 times prior. It also will not stop unfollowing the people I follow. No matter if you block a creator or say you're not interested in a video, it'll show you the creator and the videos you weren't interested in. And what is with unable to skip ads or live streams? Or videos topics that I have never been interested in a constant",2024-11-16 09:45:31
1,Please stop with the worlds dumbest and most pointless advertisements. Literally just came here to rate your trash app because I feel like I lose braincells every time i see one of your advertisements.,2024-11-16 09:45:15
5,Totaram,2024-11-16 09:40:59
1,If a turd had diarrhea it would be better than this app.,2024-11-16 09:40:57
5,Afzal mehar Mian afzal,2024-11-16 09:40:04
5,Thanks for this appe,2024-11-16 09:39:09
5,Best happiness app but a happens when I am upload pic this pixel dirt,2024-11-16 09:38:47
4,Good,2024-11-16 09:38:15
1,Very sole,2024-11-16 09:37:50
5,Please 🥺 mu KARAK king account unbanned please 🥺 please please please please please 🥺 and ihtisham_khan_302 account unfreeze please please please please please,2024-11-16 09:34:14
5,Best aap forever😉❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🥺🥺🥺🥺🥺💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞💞,2024-11-16 09:34:01
2,پلیز پلیز کاریک کینگ ای ڈی ان بن کردو پلیز,2024-11-16 09:33:52
5,TikTok app is very great full and we enjoy but my I'd in TikTok is not unfreeze plz unfreeze my account @javedsvibes. Thanks 🙏 for support,2024-11-16 09:33:21
1,please increase following list because 10k limit is very less please increase upto 100k to follow upto 100k creaters on TikTok,2024-11-16 09:33:18
5,Nice,2024-11-16 09:32:59
5,"Love it, very intertaining.",2024-11-16 09:32:37
4,wow,2024-11-16 09:31:23
5,How are you my account grove,2024-11-16 09:30:09
5,Bahut gandi app ha,2024-11-16 09:29:13
5,Great application.keep it up,2024-11-16 09:28:13
3,Tiktok account and I have me Account ka akash Khan akash 242 wanting us piano and a great day me,2024-11-16 09:28:05
5,Yuslove,2024-11-16 09:27:25
1,"In this recent update, when you join live as a guest, the ""who can see you option"" even you selected ""no one"" but still your frend can see you?",2024-11-16 09:27:16
5,Kangoma,2024-11-16 09:27:14
5,Strive to find not and not to yield,2024-11-16 09:27:04
5,Actress Sundar,2024-11-16 09:26:34
5,This is my favorite app I love this app😘😘😘😘😘,2024-11-16 09:26:02
5,BAD APP,2024-11-16 09:24:20
4,Satisfied Thank you 👍,2024-11-16 09:23:43
2,"I make my account it's working very good views like comment are normal but good suddenly l can't upload video for 3 days after that when I upload my video it can't reach the view., my account was glitching",2024-11-16 09:23:25
5,Good,2024-11-16 09:19:40
5,Please dear tiktok team Unbanned me friends tiktok Account please 😢😢😢🥺🥺🥺@sufyanlofer7 please Love you 😚Mis,2024-11-16 09:18:38
4,It good something,2024-11-16 09:18:18
5,This is so beautifull and time speding app i will give 5 starr but i have one problem to tik tok team i am using 5 years of tik tok but my never get views like followers i request to tik tok team plz virel my videos thanks my account name is nabeelkakar8,2024-11-16 09:18:02
5,Hello TikTok team I not showing live option 😔 you help me I have live option my 1000 followers complete 💯 my TikTok I'd | YOUSAF JUTT |,2024-11-16 09:16:44
5,❤️❤️❤️,2024-11-16 09:12:58
5,Aïcha,2024-11-16 09:12:23
5,Tiktok is just about fun,2024-11-16 09:11:59
1,Nope. The links again.,2024-11-16 09:11:55
1,"Odeio aquela moeda maldita na tela, que é impossível de tirar",2024-11-16 09:11:30
1,Request:Hello dear tiktok team Very very important Please Ineed your help because your account has mistakenly put my account in the freezer list. Please recheck my accountcorrectly and remove my account from the freezer listBecause I have not made any mistake that is against tiktok police but still my account has been frozen and my views have decreased a lot and I am also working hard on tiktok now tomake very good videos content but Still my viewsare much lower than before Account:rana.dilsher7,2024-11-16 09:09:19
5,I'm like tiktok,2024-11-16 09:09:02
5,Very nice app,2024-11-16 09:07:26
5,Tik tok is a very useful and enjoy app,2024-11-16 09:05:57
5,Nice,2024-11-16 09:05:51
5,Please live,2024-11-16 09:03:42
1,"Reporting is useless. So many bot accounts. You report them? No action taken, no violations found. The report reviewers are ABSOLUTELY USELESS on this app. You can see people getting beheaded, shootings, naked woman on this before you'll see anyone take any action on any viable reports. Family app? False marketing. Oh and if you report clearly propaganda or obvious fake news? It can INSTANTLY be denied, as if it's accurate info and there's no way to appeal or request verification. L app",2024-11-16 09:01:55
5,I enjoyed this app this app is so amazing i see the different activities in this app I love this app,2024-11-16 09:01:49
2,Please da karak king id beand kula ki please,2024-11-16 09:01:44
5,Been gone for a few weeks but I'm back!!!!!,2024-11-16 09:01:14
5,احنا برنامج مع الشعب 😍😍🤩😍😁,2024-11-16 09:00:03
5,It allows you to download apps that you want,2024-11-16 08:58:52
5,Like,2024-11-16 08:58:41
5,Good,2024-11-16 08:56:52
5,It's amazing app but bit inappropriate for kids,2024-11-16 08:55:22
1,I can't follow,2024-11-16 08:52:28
5,muhammaddanish 655 for you satting plz,2024-11-16 08:52:16
5,Hey tik Tok team daily best user I'm using tik Tok from 2019 please viral my videos,2024-11-16 08:51:14
5,Amazing 😍,2024-11-16 08:50:13
3,please give me a more beta program please Tiktok,2024-11-16 08:48:19
5,Opiest😁,2024-11-16 08:47:53
5,Dear tiktok team please my freeze please support me My TikTok not showing high quality upload option please help me,2024-11-16 08:46:54
5,خرا,2024-11-16 08:44:50
4,"Good and funny videos, the search is kinda weird tho",2024-11-16 08:44:44
5,Wow,2024-11-16 08:41:36
5,System,2024-11-16 08:40:37
5,Hafez hafeez,2024-11-16 08:38:02
5,Please dear TikTok team 🙏 my friend unbanned account please karak king pleas Please,2024-11-16 08:37:33
1,Zhit,2024-11-16 08:36:55
5,Tik Tok is the best.pluss It doesn't make you pay !,2024-11-16 08:36:35
5,". নাঈম,,",2024-11-16 08:36:15
5,This beta tiktok we to be strong together grow up tiktok company,2024-11-16 08:34:40
4,RN How,2024-11-16 08:33:03
5,Hello Tik tok team! My account is suspended I am sorry for my mistake. At first I did not understand the rules. I hope such mistake will not happen again. Please unban my account and help me. @malick_nadeem.5,2024-11-16 08:32:24
1,Everyone says it's addicting. Not downloading this.,2024-11-16 08:32:20
5,Good work...,2024-11-16 08:31:55
5,😋,2024-11-16 08:31:27
5,very good,2024-11-16 08:31:13
3,Tiktik,2024-11-16 08:29:12
4,The app is more than what i can't imagine,2024-11-16 08:29:08
5,My Tiktok account unfareez 😫,2024-11-16 08:28:37
3,Correc king account please support karo and Bank car please 😭😭🥺😥😢😰😨😓😪😭🥺😥😢😰😨😓😪,2024-11-16 08:26:55
5,Except downloading apps,2024-11-16 08:25:36
5,Prõšêňjît Chandra Sarkar,2024-11-16 08:25:08
5,Tiktok ID mdkibriya111,2024-11-16 08:24:57
1,Appeal Allow High Quality upload Hello Tik Tok teami can't upload my video in Hd quality please solve this problem As soon as possible Thankyou Account name : Shandit35,2024-11-16 08:22:56
5,Good app,2024-11-16 08:20:52
1,Please for you page Manobilly522,2024-11-16 08:20:12
5,Please TikTok team help me 100k view+,2024-11-16 08:19:01
5,Amazing,2024-11-16 08:18:06
5,Easily four stars love the site by can't get over twenty k views which sucks,2024-11-16 08:16:29
5,Rais Reahn,2024-11-16 08:15:01
5,Sohan,2024-11-16 08:13:33
5,Nice app,2024-11-16 08:12:22
5,Nice apps,2024-11-16 08:11:49
5,রিয়াR RIYA,2024-11-16 08:11:43
5,good,2024-11-16 08:10:23
5,TikTok is very Great app,2024-11-16 08:09:31
5,Great,2024-11-16 08:06:05
5,#four you#viralvideo #tiktok #🇵🇰🇵🇰😎❤,2024-11-16 07:59:46
2,Please my favourite tiktoker karak king account do unband please,2024-11-16 07:59:14
5,Great,2024-11-16 07:58:59
5,Amazing app,2024-11-16 07:57:55
1,"I have enjoyed this app ever since I downloaded it. I updated this week and I can't seem to open it again, because it keeps crashing or closing anytime I open it. Is",2024-11-16 07:55:02
4,Please unfreeze my account 🙏😢😭raqibullahchamkani,2024-11-16 07:54:44
5,Shahif,2024-11-16 07:54:09
3,Fun lots of drama and funny watching other people's videos and you can make your own it's good but it won't let me update it,2024-11-16 07:52:29
5,mdkaisar,2024-11-16 07:51:13
5,Nice,2024-11-16 07:51:06
4,"I am still having issues accessing the scroll bar slider circle, it seems smaller now and way harder to pull up than it used to be. I just tried repeatedly to pull it up on one vid & not only did it never work, I accidentally hit the home button in the process, losing the video. This is super frustrating, it didnt used to be so hard to access, please make it bigger or more intuitive again",2024-11-16 07:49:59
3,Best,2024-11-16 07:40:31
5,Tik tok is best👌👌👍,2024-11-16 07:39:33
5,It's very best app 👌👌👍🙌👌🙌👌👌👍,2024-11-16 07:38:52
5,Syedsajjal,2024-11-16 07:38:46
5,ٽڪ ٽوڪ پليز رائل ڪر 🙏,2024-11-16 07:36:51
5,Look my account 100.malangjan,2024-11-16 07:36:01
5,View,2024-11-16 07:35:45
1,Tiktok Live Pliz endroit Mobile Pliz,2024-11-16 07:34:07
5,Ufone apps,2024-11-16 07:33:18
3,Not able to use the new features,2024-11-16 07:32:52
5,Very good ap,2024-11-16 07:31:14
1,Best app,2024-11-16 07:31:09
5,Fatema,2024-11-16 07:29:13
4,Very useful for yourself Entertainment is good,2024-11-16 07:28:41
5,Please TikTok tame please my TikTok account recovery me please TikTok tame my account name @adilktk887👈👈👈,2024-11-16 07:25:51
5,Good,2024-11-16 07:25:25
4,Where is the dark mode,2024-11-16 07:24:29
5,Bhai kis video ki waja se warning ai thi us video ko ma ne delete kr diya tha ab kuch ho sakta hai kia vo old account hai mera USA wala nahi hai,2024-11-16 07:24:21
3,My account on press kar do please Ek do tik tok. Please take talk time naheem675,2024-11-16 07:23:27
5,Best app,2024-11-16 07:23:09
5,wonderful,2024-11-16 07:21:11
4,Jimichubinidze,2024-11-16 07:21:00
3,How do i do the slidshow??? It doesn't show up when I choose more than one pic ughh,2024-11-16 07:20:26
5,Butifull🖤🖤💙💙❤️❤️💘,2024-11-16 07:17:12
5,Im trying to download tick tok,2024-11-16 07:15:40
5,"I love on tiktok but I'm sad my video not viral I am content creator my tik tok ide ""waqarsulatan09""",2024-11-16 07:10:50
5,Very good,2024-11-16 07:10:34
4,Its app was very good and its app,2024-11-16 07:10:23
5,Hlo tiktok team I have working tiktok ap Haider ali 69802 Rana freefire,2024-11-16 07:10:09
5,Love it so far...,2024-11-16 07:09:36
5,Good,2024-11-16 07:09:23
5,good TikTok,2024-11-16 07:09:19
5,funny how many people use,2024-11-16 07:09:10
2,Top pr . Foryou ka option Saath ma Following ka option. Or Saath ma location ka option tha pehly.. lakin ab remove kr diya gya hai... Why ???? . Near By or Location ka option Must be hona chahiye,2024-11-16 07:08:09
5,It does not update,2024-11-16 07:06:36
5,hebe clerk ever seen ghent gurus hrs bel bri vtg jeri bri vtg Bithi,2024-11-16 07:06:01
1,They say maximum attemps reached try again later I have no time to wait,2024-11-16 07:05:00
5,Very nice app and follow up with you guys for the update kro please let me know what Usman Razzaq siyal King 👑 me,2024-11-16 07:04:54
1,. My name Is nadeem,2024-11-16 07:04:07
1,"The new rules really suck!. To edit your own post, it needs to now go under review, which doesn't state whether or not when the review will end. My videos also have not been eligible for recommendation, but I've seen way worse on fyp. I appeal and nothing. Views are so low, and followers are being taken away. I think the fyp should be clear cut and give us low upcoming content creators a chance!",2024-11-16 06:59:23
3,"Since update the app continually glitches. Videos continue to play but scrolling,swiping,commenting etc cease to work. Tried uninstalling and reinstalling but faults remain.",2024-11-16 06:59:00
5,Take,2024-11-16 06:58:59
5,ditto kiddo it took the dog to talk to the computer case could talk a good dog he could talk to Dr Fox,2024-11-16 06:58:01
1,My tik tok acount bunned for official i dont see tiktok,2024-11-16 06:52:47
5,"Creat a two Google ads an in RSA farmat (using multiple headline and discribastion) "" For an your company A/B "" Test .",2024-11-16 06:52:46
5,"It,s been some time into the world of Tiktok,just amazing experience and soon it,s going to be world,s No:1 social platform becouse it gives you everthing within a short time frame from entertainment to global news means everything you want and super easy to use and create anything you want.",2024-11-16 06:51:01
5,please my account virel Karo big respect,2024-11-16 06:50:29
5,Husnain,2024-11-16 06:50:04
5,Amazing,2024-11-16 06:49:49
5,Level,2024-11-16 06:46:21
5,Good grape,2024-11-16 06:44:27
1,Racism,2024-11-16 06:44:07
4,New update sucks. I shut the app and I have to reset my phone to shut it off.,2024-11-16 06:42:46
5,for you ❤️ for you ❤️,2024-11-16 06:41:10
1,Please tiktok team marya tiktok account freeze ho gya hia 😔😔chota pa Nadeem account,2024-11-16 06:40:42
2,I can log straight in my account no problem,2024-11-16 06:40:29
5,"Hello sir I'm sajjad Ahmad my new account for you My heel is Thank you very much sir, very much, please 🥰🥰⁦♥️⁩My heel is Thank you very much sir, very much, sajjad.ahmad0082 Thanks 😘 sir 👍",2024-11-16 06:38:31
5,Awesome,2024-11-16 06:37:48
3,"I really enjoy TikTok. Recently though when I get on TikTok I can watch a couple videos and then the app shuts down. I've uninstalled and reinstalled, I cleared the data, checked for updates turned my phone on and off none of these have helped.",2024-11-16 06:37:47
5,So beautiful 🤩,2024-11-16 06:37:40
2,Good,2024-11-16 06:36:50
5,Wry feb ruhr Out o Yiiopfujgjjkl.gj,2024-11-16 06:33:55
5,it's pooe It's bad,2024-11-16 06:33:47
5,التطبيق ذا خياللللللل فوق الخياللل,2024-11-16 06:33:03
5,Shuxhxu,2024-11-16 06:32:08
5,TikTok id,2024-11-16 06:31:09
1,Tkik tok is saying they are going to delete my account in 2025 for no resen at all and are telling me to make a new account and are not letting me in my old account,2024-11-16 06:30:02
5,Hi dear tiktok im new useing on titok applicaton please chik my new oppicile acaunt And virlie all video on tiktok page,2024-11-16 06:25:59
5,My best on TikTok........,2024-11-16 06:25:50
4,I'm pretty sure I saw the auto scroll option on my for you page and now it disappeared somehow. maybe anybody help?,2024-11-16 06:25:30
5,Nice,2024-11-16 06:24:02
5,Tik Tok,2024-11-16 06:22:07
5,Dear tiktok team please my friend karak king account unbanned please tiktok team please plz 🙏,2024-11-16 06:21:38
2,It's not a good app,2024-11-16 06:20:55
5,Very nice,2024-11-16 06:17:07
1,I got my account lost now I can't go back to it,2024-11-16 06:16:58
1,my tiktok is not opening since yesterday it sucks .what is the matter please rectify the issue immediately,2024-11-16 06:15:35
2,Good,2024-11-16 06:14:55
1,They are not letting me make a new account 😤 😔 😒,2024-11-16 06:14:17
2,Ok,2024-11-16 06:12:00
3,I couldnt open tiktok through stupid google,2024-11-16 06:11:00
1,I hate this app. I got banned because I supposedly violated the youth safety and well-being policy. I have shown them that I am of age and that I do not post or comment. I am banned completely on my phone. I am very disappointed with the app. They do not tell you exactly how you violate the policy and do not take into consideration that you might have been wrongly banned.,2024-11-16 06:09:59
4,Ahemd,2024-11-16 06:09:17
5,App tate amar vedio viral hoi na🙂😞,2024-11-16 06:08:36
5,নুসরাত জামাল সুমাইয়া 😘😘🥀❤️❤️,2024-11-16 06:05:44
4,Dear TikTok plz unfreeze my account plz My Id hassani_1_,2024-11-16 06:04:59
5,Please unfreeze My TikTok account,2024-11-16 06:04:08
5,Plzz I love you TikTok team and my id for you plzz I love you TikTok team plzz my id name Adil ...fz,2024-11-16 06:03:26
